,Unnamed: 0,age_certification,description,genres,id,imdb_id,imdb_score,imdb_votes,production_countries,release_year,runtime,seasons,title,tmdb_id,tmdb_popularity,tmdb_score,type,budget,revenue,winst
752,300,R,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,"['horror', 'thriller']",tm141390,tt0758746,5.5,106970.0,['US'],2009,97,,Friday the 13th,13207,45.551,5.8,MOVIE,19000000.0,91509154.0,72509154.0
753,885,PG-13,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?","['action', 'fantasy']",tm141648,tt1121096,5.5,76939.0,"['US', 'GB', 'CN', 'CA']",2014,102,,Seventh Son,68737,45.215,5.5,MOVIE,95000000.0,114178613.0,19178613.0
756,316,PG-13,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.","['drama', 'comedy']",tm142564,tt1187043,8.4,390739.0,['IN'],2009,170,,3 Idiots,20453,44.999,8.0,MOVIE,9000000.0,70000000.0,61000000.0
759,1289,PG,"As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a one-in-a-million journey of discovering that some talents are too special to keep hidden. Four aspiring musicians will take the world by storm when they see that the key to creating your own destiny lies in finding your own voice.","['fantasy', 'music', 'romance', 'scifi', 'drama', 'family']",tm142881,tt3614530,4.1,7867.0,['US'],2015,118,,Jem and the Holograms,266639,9.666,5.5,MOVIE,5000000.0,2333684.0,-2666316.0
761,1202,R,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.","['crime', 'action', 'scifi', 'drama', 'thriller']",tm143085,tt1823672,6.8,249345.0,"['MX', 'ZA', 'US']",2015,120,,Chappie,198184,117.369,6.8,MOVIE,49000000.0,104399548.0,55399548.0
762,855,R,"Gretta, a budding songwriter, finds herself alone after her boyfriend Dave ditches her. Her life gains purpose when Dan, a record label executive, notices her talent.","['drama', 'comedy', 'music', 'romance']",tm143227,tt1980929,7.4,155249.0,['US'],2013,104,,Begin Again,198277,15.514,7.254,MOVIE,8000000.0,63464861.0,55464861.0
765,958,PG,"A man and a woman come from two very different cultural backgrounds, and decide that they won't get married until they convince their parents. As feared, differences between the families pose a hurdle.","['drama', 'comedy', 'romance']",tm143363,tt2372678,6.9,25656.0,['IN'],2014,149,,2 States,259720,9.483,6.6,MOVIE,4587786.0,22414611.0,17826825.0
766,954,G,"In the suburbs of Tokyo some time ago, there lived a clumsy boy about 10 years old. There appeared in front of him named Sewashi, Nobita's descendant of four generations later from the 22nd century, and Doraemon, a 22nd century cat-type caretaker robot who helps people with its secret gadgets. Sewashi claims that his family is suffering from the debts Nobita made even to his generation, so in order to change this disastrous future, he brought along Doraemon as Nobita's caretaker to bring happiness to his future, although Doraemon is not happy about this. And so Sewashi installed an accomplishment program into Doraemon forcing him to take care of Nobita. Unless he makes Nobita happy, Doraemon can no longer go back to the 22nd century. This is how the life of Doraemon and Nobita begins. Will Doraemon succeed this mission and return to the 22nd century?","['scifi', 'fantasy', 'drama', 'family', 'animation', 'comedy']",tm143372,tt3331846,7.3,7989.0,['JP'],2014,90,,Stand by Me Doraemon,265712,65.668,7.339,MOVIE,35000000.0,83061158.0,48061158.0
771,1181,R,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.","['action', 'thriller', 'drama', 'crime']",tm143984,tt3300542,5.9,157409.0,"['GB', 'US', 'BG']",2016,99,,London Has Fallen,267860,47.627,6.145,MOVIE,60000000.0,205754447.0,145754447.0
774,902,PG-13,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,"['drama', 'music']",tm144121,tt2473602,6.9,24613.0,['US'],2014,139,,Get on Up,239566,9.945,6.7,MOVIE,30000000.0,33448971.0,3448971.0
783,481,,"Wake Up Sid! is the story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai.","['comedy', 'drama', 'romance']",tm145243,tt1324059,7.6,31167.0,['IN'],2009,138,,Wake Up Sid,21297,5.035,7.1,MOVIE,3000000.0,11000000.0,8000000.0
786,848,PG-13,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.","['comedy', 'drama']",tm145655,tt2170593,7.2,102820.0,['US'],2014,102,,St. Vincent,239563,18.905,7.1,MOVIE,13000000.0,54837234.0,41837234.0
797,330,R,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.","['comedy', 'war']",tm147211,tt1234548,6.2,132177.0,"['US', 'GB']",2009,94,,The Men Who Stare at Goats,10313,19.022,6.0,MOVIE,24000000.0,68729358.0,44729358.0
802,49,PG-13,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.","['comedy', 'european']",tm147710,tt0097958,7.5,185760.0,['US'],1989,97,,National Lampoon's Christmas Vacation,5825,18.862,7.2,MOVIE,27000000.0,71319546.0,44319546.0
805,919,PG-13,"A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.","['drama', 'comedy', 'scifi', 'romance', 'fantasy']",tm147913,tt2338151,8.1,181406.0,['IN'],2014,153,,PK,297222,10.001,7.7,MOVIE,13000000.0,120000000.0,107000000.0
807,854,PG-13,"In the late 1950s and early '60s, artist Walter Keane achieves unbelievable fame and success with portraits of saucer-eyed waifs. However, no one realizes that his wife, Margaret, is the real painter behind the brush. Although Margaret is horrified to learn that Walter is passing off her work as his own, she is too meek to protest too loudly. It isn't until the Keanes' marriage comes to an end and a lawsuit follows that the truth finally comes to light.","['drama', 'documentation', 'romance', 'crime']",tm148147,tt1126590,7.2,51.0,"['CA', 'US']",2014,106,,Big Eyes,87093,11.98,6.998,MOVIE,10000000.0,28883511.0,18883511.0
808,281,PG-13,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.","['drama', 'comedy', 'romance']",tm148270,tt0337741,6.7,121364.0,['US'],2003,128,,Something's Gotta Give,6964,14.619,6.6,MOVIE,80000000.0,266728738.0,186728738.0
809,321,PG,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.","['family', 'fantasy', 'comedy', 'action']",tm148379,tt0312528,4.0,82684.0,['US'],2003,82,,The Cat in the Hat,10588,66.8,5.3,MOVIE,109000000.0,133818283.0,24818283.0
814,878,R,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,"['drama', 'thriller', 'action', 'crime']",tm148671,tt0365907,6.5,121232.0,['US'],2014,113,,A Walk Among the Tombstones,169917,67.95,6.309,MOVIE,28000000.0,58834384.0,30834384.0
815,7,R,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.","['thriller', 'action', 'crime']",tm14873,tt0066999,7.7,155051.0,['US'],1971,102,,Dirty Harry,984,12.817,7.5,MOVIE,4000000.0,35976000.0,31976000.0
816,946,PG-13,A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.,"['action', 'drama', 'thriller', 'crime']",tm148910,tt3390572,8.1,54709.0,['IN'],2014,150,,Haider,280795,7.372,7.1,MOVIE,7000000.0,11500000.0,4500000.0
819,499,PG-13,"Two brothers, as different as chalk and cheese, find their lives intertwined when one puts himself in danger via a `get rich quick' scheme and the other finds there is a price on his head.","['crime', 'drama', 'action', 'thriller']",tm149209,tt1274295,7.4,17219.0,['IN'],2009,135,,Kaminey,20688,6.585,6.8,MOVIE,9000000.0,18130000.0,9130000.0
827,231,R,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,"['comedy', 'european']",tm150112,tt0302886,7.0,229171.0,['US'],2003,88,,Old School,11635,17.131,6.577,MOVIE,24000000.0,87135520.0,63135520.0
828,327,R,"In an attempt to free himself from a state of forgotten limbo, evil dream-demon Freddy Krueger devises a plan to manipulate un-dead mass murderer Jason Voorhees  into slicing-and-dicing his way through the teenage population of Springwood.  But when the master of dreams loses control of his monster, a brutal fight to the death is the only way out.","['horror', 'action']",tm150214,tt0329101,5.7,118925.0,"['IT', 'US']",2003,97,,Freddy vs. Jason,6466,65.747,6.0,MOVIE,30000000.0,116643421.0,86643421.0
829,286,PG,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?","['animation', 'comedy', 'family', 'fantasy', 'scifi', 'romance', 'drama']",tm150260,tt0844471,6.9,229274.0,['US'],2009,90,,Cloudy with a Chance of Meatballs,22794,58.945,6.6,MOVIE,100000000.0,242988466.0,142988466.0
831,842,R,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.","['horror', 'thriller']",tm150928,tt3235888,6.8,236513.0,['US'],2014,101,,It Follows,270303,123.984,6.559,MOVIE,2000000.0,14674076.0,12674076.0
837,918,R,An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,"['thriller', 'action', 'crime']",tm151447,tt2402157,6.2,67737.0,"['GB', 'US']",2014,108,,The November Man,254904,19.151,6.1,MOVIE,15000000.0,32556119.0,17556119.0
838,846,R,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.","['thriller', 'crime', 'drama']",tm151663,tt2872718,7.8,531779.0,['US'],2014,118,,Nightcrawler,242582,57.276,7.7,MOVIE,8500000.0,50300000.0,41800000.0
